texts,texts_deepcut,action,object,destination
เมื่อ วันก่อนสมัคร Wifi ไป นึง ต่อ เดือน ลองเปิดแล้วใช้ไม่ได้ เพราะตอนหาสัญญาณในบ้านมันจะขึ้นบ้างไม่ขึ้นบ้าง แต่พอสมัครแล้วมันไม่ได้ พอดีวันนี้ไปที่ทรูแล้วเค้าบอกให้ยกเลิกไป,เมื่อ วัน ก่อน สมัคร Wifi ไป นึง ต่อ เดือน ลอง เปิด แล้ว ใช้ ไม่ ได้ เพราะ ตอน หา สัญญาณ ใน บ้าน มัน จะ ขึ้น บ้าง ไม่ ขึ้น บ้าง แต่ พอ สมัคร แล้ว มัน ไม่ ได้ พอดี วัน นี้ ไป ที่ ทรู แล้ว เค้า บอก ให้ ยกเลิก ไป,enquire,nontruemove,other queries
จะถามค่าใช้จ่ายของเดือนนี้ ว่ามันเท่าไหร่แล้ว แล้วจะต้องจ่ายเมื่อไหร่ค่ะ,จะ ถาม ค่า ใช้จ่าย ของ เดือน นี้ ว่า มัน เท่า ไหร่ แล้ว แล้ว จะ ต้อง จ่าย เมื่อ ไหร่ ค่ะ,enquire,balance,billing and payment
สวัสดีค่ะจะสอบถามว่าทำไม เฟซบุ๊ค กับ youtube จึงเข้าไม่ได้,สวัสดี ค่ะ จะ สอบถาม ว่า ทำไม เฟซบุ๊ค กับ youtube จึง เข้า ไม่ ได้,enquire,internet,internet
น้องค่ะ ช่วยยกเลิก SMS อะไรอ่ะ เต็มไปหมดเลย,น้อง ค่ะ ช่วย ยกเลิก SMS อะไร อ่ะ เต็ม ไป หมดเลย,cancel,service,other queries
มีแพ็คเก็จเหมาจ่ายอินเตอร์เน็ตมั้ย,มี แพ็ค เก็จ เหมา จ่าย อินเตอร์เน็ต มั้ย,enquire,package,promotions
จะสมัคร Package อินเตอร์เน็ตค่ะ,จะ สมัคร Package อินเตอร์เน็ต ค่ะ,buy,package,promotions
เปิดสัญญาณเน็ตหน่อยค่ะ,เปิด สัญญาณ เน็ต หน่อย ค่ะ,enquire,internet,internet
สอบถามวิธีการสมัครเฟชบุ๊ครายวันวันละ บาทครับ,สอบถาม วิธี การ สมัคร เฟชบุ๊ค ราย วัน วัน ละ บาท ครับ,buy,package,promotions
ปิยะธิดานะค่ะ ซิมเบอร์นี้ อยากจะเปลี่ยนโปรโมชั่นที่อยู่ได้นาน และโทรถูก,ปิยะธิดา นะ ค่ะ ซิมเบอร์ นี้ อยาก จะ เปลี่ยน โปรโมชั่น ที่ อยู่ ได้ นาน และ โทรถูก,change,package,promotions
สอบถามการโหลดข้อมูลผ่าน App store ครับ,สอบถาม การ โหลด ข้อมูล ผ่าน App store ครับ,enquire,service,other queries
สวัสดีค่ะจะขอเปิดโรมมิ่งอ่ะค่ะ แต่ยังใช้บริการไม่ครบสามรอบอะค่ะ เห็นเจ้าหน้าที่ให้แฟ็กซ์สำเนาบัตรประชาชนไปให้อ่ะค่ะ,สวัสดี ค่ะ จะ ขอ เปิด โรม มิ่ง อ่ะ ค่ะ แต่ ยัง ใช้ บริการ ไม่ ครบ สาม รอบ อะ ค่ะ เห็น เจ้าหน้าที่ ให้ แฟ็กซ์ สำเนา บัตร ประชาชน ไป ให้ อ่ะ ค่ะ,enquire,roaming,international dialing
ถ้าเราจะเปลี่ยนจากทรูมูฟธรรมดาเป็นทรูมูฟเอช เปลี่ยนได้มั้ยครับ,ถ้า เรา จะ เปลี่ยน จาก ทรู มูฟธรรมดา เป็น ทรู มูฟเอช เปลี่ยน ได้ มั้ย ครับ,enquire,service,other queries
จะโทรมาสอบถาม เรื่องบริการยืมเงินฉุกเฉิน,จะ โทร มา สอบถาม เรื่อง บริการ ยืม เงิน ฉุกเฉิน,enquire,credit,billing and payment
จะสอบถามเรื่องทรูมันหักพวกบริการเฟชบุ๊คหน่ะค่ะ แต่เราไม่ได้ใช้หง่ะค่ะ,จะ สอบถาม เรื่อง ทรู มัน หัก พวก บริการ เฟชบุ๊ค หน่ะ ค่ะ แต่ เรา ไม่ ได้ ใช้ หง่ะ ค่ะ,enquire,bill,billing and payment
อยากให้เพิ่มวงเงินให้หน่อยค่ะ พอดีโดนระงับการใช้งานอยู่เดี๋ยวพรุ่งนี้ไปจ่ายเงินให้ค่ะ,อยาก ให้ เพิ่ม วง เงิน ให้ หน่อย ค่ะ พอดี โดน ระงับ การ ใช้ งาน อยู่ เดี๋ยว พรุ่ง นี้ ไป จ่าย เงิน ให้ ค่ะ,enquire,credit,billing and payment
ผมอยากยกเลิกซิมครับ,ผม อยาก ยกเลิกซิมครับ,cancel,service,other queries
พี่จะสอบถามว่าพี่ยังมียอดค้างค่าชำระอะไรอยู่อีกหรือเปล่าค่ะ,พี่ จะ สอบถาม ว่า พี่ ยัง มี ยอดค้าง ค่า ชำระ อะไร อยู่ อีก หรือ เปล่า ค่ะ,enquire,balance,billing and payment
วิธีเช็คยอดคงเหลือ ยอดที่ใช้เกิน เช็คอย่างไรบ้างค่ะ,วิธี เช็ค ยอด คง เหลือ ยอด ที่ ใช้ เกิน เช็ค อย่าง ไร บ้าง ค่ะ,enquire,balance,billing and payment
เราจะสมัครทรูไวไฟ ที่เล่นเน็ต เราต้องกดอะไรพี่,เรา จะ สมัคร ทรูไวไฟ ที่ เล่น เน็ต เรา ต้อง กด อะไร พี่,buy,package,promotions
ผมใช้เบอร์นี้ แล้วจะเช็คว่าใช้ไปเท่าไหร่แล้ว กดอย่างไรครับ,ผม ใช้ เบอร์ นี้ แล้ว จะ เช็ค ว่า ใช้ ไป เท่า ไหร่ แล้ว กด อย่าง ไร ครับ,enquire,balance,billing and payment
ผมซื้อซิมมา ซิมครับ มัน Offline ไว้อ่ะ มันโทรออกไม่ได้เลย,ผม ซื้อ ซิม มา ซิม ครับ มัน Offline ไว้ อ่ะ มัน โทร ออก ไม่ ได้ เลย,report,phone_issues,billing and payment
รบกวนเช็คตังทรูมูฟเอชให้หน่อยค่ะ พอดีเป็นไอแพดเติมตังเองไม่ได้ค่ะ,รบกวน เช็ค ตัง ทรู มูฟเอช ให้ หน่อย ค่ะ พอดี เป็น ไอ แพด เติม ตัง เอง ไม่ ได้ ค่ะ,enquire,payment,billing and payment
ค่ะ พี่ค่ะ ทำไมสมัครบริการไม่ได้อ่ะค่ะ งง,ค่ะ พี่ ค่ะ ทำไม สมัคร บริการ ไม่ ได้ อ่ะ ค่ะ งง,buy,package,promotions
ค่ารายเดือน,ค่า รายเดือน,enquire,balance,billing and payment
ครับจะถามอ่ะค่ะเครื่องผมมันไม่เชื่อมต่อ wifi อ่ะครับ,ครับ จะ ถาม อ่ะ ค่ะ เครื่อง ผม มัน ไม่ เชื่อม ต่อ wifi อ่ะ ครับ,enquire,internet,internet
มีแพ็คเก็จเล่น Line ไหม,มี แพ็ค เก็จ เล่น Line ไหม,enquire,promotion,promotions
พี่ค่ะที่มันติดโปร ที่มันบอกว่าผ่อน บาท นานเท่าไหร่นะ เดือนมันคืออะไรอ่ะค่ะ,พี่ ค่ะ ที่ มัน ติด โปร ที่ มัน บอก ว่า ผ่อน บาท นาน เท่า ไหร่ นะ เดือน มัน คือ อะไร อ่ะ ค่ะ,enquire,promotion,promotions
เป็น package wifi แต่ตอนนี้ connet ไม่ได้,เป็น package wifi แต่ ตอน นี้ connet ไม่ ได้,enquire,internet,internet
สอบถามโทรศัพท์โทรออกไม่ได้ครับ,สอบถาม โทรศัพท์ โทร ออก ไม่ ได้ ครับ,enquire,detail,billing and payment
ต้องการเปิดการใช้งาinternet,ต้องการ เปิด การ ใช้ งาinternet,activate,service,billing and payment
จะต่อโปรโมชั่นเหมาจ่าย internet บาท,จะ ต่อ โปรโมชั่น เหมา จ่าย internet บาท,enquire,promotion,promotions
อ่า พอดีโทรศัพท์โดนตัดอ่ะครับ,อ่า   พอดี โทรศัพท์ โดน ตัด อ่ะครับ,report,suspend,billing and payment
จะติดต่อเรื่องทรูวิชั่นค่ะ,จะ ติดต่อ เรื่อง ทรูวิชั่น ค่ะ,enquire,nontruemove,other queries
อยากถามว่า ทำไมอยู่ดีโทรศัพท์ไม่มีสัญญาณ มันบอกว่า ซิมล้มเหลวคะ,อยาก ถาม ว่า ทำไม อยู่ ดี โทรศัพท์ ไม่ มี สัญญาณ มัน บอก ว่า ซิม ล้มเหลวคะ,report,phone_issues,billing and payment
พอดีจะสอบถามนิดหนึ่ง internet ผมใช้งานไม่ได้,พอดี จะ สอบถาม นิดหนึ่ง internet ผม ใช้ งาน ไม่ ได้,enquire,internet,internet
ต้องการ ซื้อ ซิมมาใส่ ไอแพดเพื่อเล่น สามจี ถ้าเดินไป ช๊อป ต้องใช้บัตรประชาชนเจ้านายรึป่าว,ต้องการ ซื้อ ซิม มา ใส่ ไอแพด เพื่อ เล่น สามจี ถ้า เดิน ไป ช๊อป ต้อง ใช้ บัตร ประชาชน เจ้านาย รึป่าว,buy,package,promotions
พี่ค่ะช่วยดูให้หน่อยค่ะว่าเบอร์นี้ส่งข้อความไปหาใครค่ะ,พี่ ค่ะ ช่วย ดู ให้ หน่อย ค่ะ ว่า เบอร์ นี้ ส่ง ข้อความ ไป หา ใครค่ะ,enquire,detail,billing and payment
บัญชีทรูมันมี่คืออะไร,บัญชี ทรู มัน มี่คือ อะไร,enquire,truemoney,true money
แจ้งปัญหา Log in ไวไฟ ไมได้ค่ะ,แจ้ง ปัญหา Log in ไวไฟ ไมได้ ค่ะ,enquire,internet,internet
จะสอบถามโปรโมชั่นทรูมูฟเอชแบบเติมเงินค่ะ,จะ สอบถาม โปรโมชั่น ทรูมูฟเอช แบบ เติม เงิน ค่ะ,enquire,promotion,promotions
เช็คโทรศัพท์หนูให้หน่อยค่ะ ไม่มีใครโทรเข้าได้เลยอ่ะค่ะ,เช็ค โทรศัพท์ หนู ให้ หน่อย ค่ะ ไม่ มี ใคร โทร เข้า ได้ เลย อ่ะ ค่ะ,report,phone_issues,billing and payment
จะยกเลิกเบอร์แต่ขอใช้จานอย่างเดียว จะเป็นไรไหม ค่ะ,จะ ยกเลิกเบอร์ แต่ ขอ ใช้ จาน อย่าง เดียว จะ เป็น ไร ไหม ค่ะ,cancel,service,other queries
อยากทราบยอดของเบอร์ ค่ะ,อยาก ทราบ ยอด ของ เบอร์ ค่ะ,enquire,balance,billing and payment
ไม่สามารถเติมเงินได้,ไม่ สามารถ เติม เงิน ได้,enquire,payment,billing and payment
จะรบกวนสอบถามคะ จะตรวจสอบยอดโทรคะ,จะ รบกวน สอบถาม คะ จะ ตรวจสอบ ยอดโทรคะ,enquire,balance,billing and payment
จะสมัครแพ็คเกจรายวันครับ,จะ สมัคร แพ็คเกจ ราย วัน ครับ,enquire,promotion,promotions
พินล็อคหน่ะค่ะ,พิน ล็อคหน่ะ ค่ะ,report,suspend,billing and payment
ค่ะ คือพี่ได้กล่องรับสัญญาณมา ไม่ทราบว่าต้องมีการโทรเปิดใช้งาน รึว่ายังไงค่ะ,ค่ะ คือ พี่ ได้ กล่อง รับ สัญญาณ มา ไม่ ทราบ ว่า ต้อง มี การ โทร เปิด ใช้ งาน รึ ว่า ยัง ไง ค่ะ,activate,service,billing and payment
จะเช๊คค่ะ พอดีชำระค่าบริการแล้ว แต่ยังใช่งานไม่ได้ ค่ะ,จะ เช๊ค ค่ะ พอดี ชำระ ค่า บริการ แล้ว แต่ ยัง ใช่ งาน ไม่ ได้ ค่ะ,report,suspend,billing and payment
คือจ่ายเงินไปแล้วยังใช้งานไม่ได้ครับ,คือ จ่าย เงิน ไป แล้ว ยัง ใช้ งาน ไม่ ได้ ครับ,enquire,suspend,billing and payment
ผมเป็นทรูมูฟเอชเติมเงินหน่ะครับ พอดีผมโทรออกมันแจ้งยอดจำนวนหนึ่ง แต่พอเช็คยอดจะแจ้งจำนวนหนึ่ง มันไม่ตรงกันหน่ะครับ,ผม เป็น ทรู มูฟเอชเติม เงิน หน่ะ ครับ พอดี ผม โทร ออก มัน แจ้ง ยอด จำนวน หนึ่ง แต่ พอ เช็ค ยอด จะ แจ้ง จำนวน หนึ่ง มัน ไม่ ตรง กัน หน่ะ ครับ,enquire,balance,billing and payment
สอบถามหน่อยนะคะมีค่า สามจี เอช จีพีอาร์เอส มันคือะไรค่ะ,สอบถาม หน่อย นะ คะ มี ค่า สามจี เอช จีพีอาร์เอส มัน คือะไร ค่ะ,enquire,internet,internet
อยากจะสอบถามเบอร์เล่นเน็ตไม่ได้ค่ะ,อยาก จะ สอบถาม เบอร์ เล่น เน็ต ไม่ ได้ ค่ะ,enquire,internet,internet
ค่ะ อยากจะสมัครแพ็คเกจอินเตอร์เน็ตค่ะ,ค่ะ อยาก จะ สมัคร แพ็คเกจอินเตอร์เน็ต ค่ะ,enquire,internet,internet
ตอนนี้มีโปรโมชั่น โรมมิ่ง ไปต่างประเทศไหมครับ,ตอน นี้ มี โปรโมชั่น โรม มิ่ง ไป ต่าง ประเทศ ไหม ครับ,enquire,roaming,international dialing
ต้องการสมัคร Package,ต้องการ สมัคร Package,buy,package,promotions
ฮาโหลครับ คือผม ผมเปลี่ยนจากทรูมูฟเป็นทรูมูฟเอช ทีนี้มันขึ้นตัว R คืออะไรครับ,ฮาโหล ครับ   คือ ผม   ผม เปลี่ยน จาก ทรูมูฟ เป็น ทรู มูฟเอช   ที นี้ มัน ขึ้น ตัว   R   คือ อะไร ครับ,enquire,mobile_setting,internet
พอดีใช้ของทรูมูฟพอสิ้นเดือนก็จะหักไป บาททุกเดือนเลย บอกว่าหักค่าบริการคัลเลอร์ลิ้งค่ะป้าไม่ได้สมัครมาหักได้ยังไงครับ,พอดี ใช้ ของ ทรู มูฟพอ สิ้น เดือน ก็ จะ หัก ไป บาท ทุก เดือน เลย บอก ว่า หัก ค่า บริการ คัลเลอร์ ลิ้ง ค่ะ ป้า ไม่ ได้ สมัคร มา หัก ได้ ยัง ไง ครับ,cancel,service,other queries
จะสอบถามยอดหน่ะ,จะ สอบถาม ยอดหน่ะ,enquire,balance,billing and payment
อยากสอบถาม ว่าตอนนี้มี ซิม ของ ทรู ใช้กับ ไอแพด 3 แล้วมันใช้ ไวไฟ ไม่ได้,อยาก สอบถาม   ว่า ตอน นี้ มี   ซิม   ของ   ทรู   ใช้ กับ   ไอแพด   3   แล้ว มัน ใช้   ไวไฟ   ไม่ ได้,enquire,internet,internet
คะ คือว่าจะมายกเลิกเสียงรอสายคะ,คะ คือ ว่า จะ มา ยกเลิก เสียง รอ สายคะ,cancel,service,other queries
โปรโมชั่นที่ใช้อยู่,โปรโมชั่น ที่ ใช้ อยู่,enquire,package,promotions
ต้องการสมัครแพคเกจอินเตอร์เน็ต,ต้องการ สมัคร แพคเกจ อินเตอร์เน็ต,buy,package,promotions
พอดีว่าเราจะไปซื้อเครื่อง แต่จะทำเป็นรูปแบบบริษัท ต้องใช้เอกสารอะไรค่ะ,พอดีว่า เรา จะ ไป ซื้อ เครื่อง แต่ จะ ทำ เป็น รูปแบบ บริษัท ต้อง ใช้ เอกสาร อะไร ค่ะ,request,information,other queries
ช่วยดูหน่อยค่ะว่าอีเบอร์มียอดค้างเท่าไรอ่ะค่ะ,ช่วย ดู หน่อย ค่ะ ว่า อีเบอร์ มี ยอด ค้าง เท่า ไร อ่ะ ค่ะ,enquire,balance,billing and payment
ครับ พอดีผมจะรบกวนสอบถามตัวแพ็คเกจเสริมของ Internet มือถือ,ครับ พอดี ผม จะ รบกวน สอบถาม ตัว แพ็ค เกจเสริม ของ Internet มือถือ,enquire,promotion,promotions
ขอยกเลิก หมายเลขที่รับ มาจากตัวแทนคุณน่ะค่ะ,ขอ ยก เลิก หมายเลข ที่ รับ มา จาก ตัว แทน คุณน่ะ ค่ะ,cancel,service,other queries
ขอเปลี่ยนแปลงโปรโมชั่นทรูมูฟ,ขอ เปลี่ยนแปลง โปรโมชั่นทรูมูฟ,change,package,promotions
ผมได้เปลี่ยนเครือข่ายจากทรูมาทรูมูฟเอช บอกว่าใช้งานได้วันที่ ตอนเช้านี้ซิมเก่าทรูมูฟมันใช้ไม่ได้ ซิมใหม่ของทรูมูฟเอชมันบอกว่ายังไม่เปิดใช้บริการครับ,ผม ได้ เปลี่ยน เครือข่าย จาก ทรู มา ทรู มูฟเอช บอก ว่า ใช้ งาน ได้ วัน ที่ ตอน เช้า นี้ ซิม เก่า ทรูมูฟมัน ใช้ ไม่ ได้ ซิม ใหม่ ของ ทรู มูฟเอชมัน บอก ว่า ยัง ไม่ เปิด ใช้ บริการ ครับ,report,phone_issues,billing and payment
พอดีซื้อบัตรเติมเงินมา แล้วทีนี่พอเติมเงินแล้วเงินไม่เข้าอ่ะค่ะ,พอดี ซื้อ บัตร เติม เงิน มา แล้ว ที นี่ พอ เติม เงิน แล้ว เงิน ไม่ เข้า อ่ะ ค่ะ,enquire,payment,billing and payment
อยากทราบค่าเดือนของเบอร์นี้มันเท่าไหร่ค่ะ,อยาก ทราบ ค่า เดือน ของ เบอร์ นี้ มัน เท่า ไหร่ ค่ะ,enquire,balance,billing and payment
คืออยากให้เช็กเบอร์โทรศัพท์ให้หน่อยคะพี่ ว่าใช้งานมาทั้งหมดกี่ปีแล้วอ่ะคะเพราะว่ามีใบแจ้งหนีมาหาหนูอ่ะคะ เผอิญหนูไม่ได้ใช้เลยอ่ะคะเบอร์นี้,คือ อยาก ให้ เช็ก เบอร์ โทรศัพท์ ให้ หน่อย คะพี่ ว่า ใช้ งาน มา ทั้งหมด กี่ ปี แล้ว อ่ะ คะ เพราะ ว่า มี ใบ แจ้ง หนี มา หา หนู อ่ะ คะ เผอิญ หนู ไม่ ได้ ใช้ เลย อ่ะ คะเบอร์ นี้,enquire,bill,billing and payment
ตอนนี้สัญญาณถูกตัด แต่เมื้อวานชำระเงินเข้ามาแล้ว,ตอน นี้ สัญญาณ ถูก ตัด แต่ เมื้อ วาน ชำระ เงิน เข้า มา แล้ว,report,suspend,billing and payment
เหมือนเวลาปิดเครื่องค่ะแล้วมีคนโทรมาของให้มี SMS แจ้งค่ะ,เหมือน เวลา ปิด เครื่อง ค่ะ แล้ว มี คน โทร มา ของ ให้ มี SMS แจ้ง ค่ะ,enquire,service,other queries
เบอร์นี้ยอดมันเท่าไหร่ ครับ,เบอร์ นี้ ยอด มัน เท่า ไหร่ ครับ,enquire,balance,billing and payment
อยากให้ช่วยเช็คว่าเบอร์นี้ได้สมัครข้อความอะไรไว้หรือเปล่าค่ะ,อยาก ให้ ช่วย เช็ค ว่า เบอร์ นี้ ได้ สมัคร ข้อความ อะไร ไว้ หรือ เปล่า ค่ะ,enquire,detail,billing and payment
พอดีใช้iPadค่ะแล้วอยากรู้เบอร์โทรค่ะ,พอดี ใช้ iPad ค่ะ แล้ว อยาก รู้ เบอร์โทรค่ะ,enquire,mobile_setting,internet
อยากสอบถามเรื่อง แพคเกจ ของผมครับ,อยาก สอบถาม เรื่อง   แพคเกจ  ของ ผม ครับ,enquire,package,promotions
ขอเปิด สัญญาณและ ขอเพิ่ม วงเงิน,ขอ เปิด สัญญาณ และ ขอ เพิ่ม วงเงิน,enquire,service,other queries
ถ้าจะซื้อซืมใหม่ โปร G มีอะไรบ้างค่ะ,ถ้า จะ ซื้อ ซืม ใหม่ โปร G มี อะไร บ้าง ค่ะ,enquire,promotion,promotions
อยากสอบถามข้อมูลเกี่ยวกับยอดค้างชำระครับ,อยาก สอบถาม ข้อมูล เกี่ยว กับ ยอดค้าง ชำ ระ ครับ,enquire,balance,billing and payment
อยากจะยกเลิกข้อความหน่อยอะค่ะ,อยาก จะ ยกเลิก ข้อความ หน่อย อะค่ะ,cancel,service,other queries
อยากสอบถามนิดนึง คือตอนนี้เข้าอินเตอร์เน็ตไม่ได้ครับ,อยาก สอบถาม นิดนึง   คือ ตอน นี้ เข้า อินเตอร์เน็ต ไม่ ได้ ครับ,enquire,internet,internet
จะสอบถามเรื่องกล่องรับสัญญาณดาวเทียมจะต่อได้เลยป่าวครับ,จะ สอบถาม เรื่อง กล่อง รับ สัญญาณ ดาว เทียม จะ ต่อ ได้ เลย ป่าวครับ,enquire,nontruemove,other queries
ค่า สอบถามนิดนึงค่ะ ถ้าสมมติเกินกำหนดชำระเงิน สามารถชำระได้ที่ - ได้มั้ยค่ะ หรือ ที่ True Move อย่างเดียวค่ะ,ค่า สอบถาม นิดนึง ค่ะ ถ้า สมมติ เกิน กำหนด ชำระ เงิน สามารถ ชำระ ได้ ที่ - ได้ มั้ย ค่ะ หรือ ที่ True Move อย่าง เดียว ค่ะ,enquire,payment,billing and payment
คะ คือพี่จะสอบถามเรื่อง Statement คะ เดือนนี้พี่ยังไม่ได้รับอีกแล้วคะ,คะ คือ พี่ จะ สอบถาม เรื่อง Statement คะ เดือน นี้ พี่ ยัง ไม่ ได้ รับ อีก แล้ว คะ,enquire,bill,billing and payment
ค่ะ ยกเลิกข้อความอ่ะค่ะ,ค่ะ ยกเลิก ข้อความ อ่ะค่ะ,cancel,service,other queries
อยากสอบถามว่าตอนนี้เบอร์นี้ มียอดเท่าไหร่ครับ,อยาก สอบถาม ว่า ตอน นี้ เบอร์ นี้   มี ยอด เท่า ไหร่ ครับ,enquire,balance,billing and payment
ขอเปิดสัญญาณก่อน นัดชำระค่าบริการภายหลัง,ขอ เปิด สัญญาณ ก่อน นัด ชำระ ค่า บริการ ภาย หลัง,activate,service,billing and payment
สอบถามการต่ออินเตอร์เน็ต บนมือถือ,สอบถาม การ ต่อ อินเตอร์เน็ต   บน มือถือ,enquire,internet,internet
เบอร์ทรูมูฟใช้ไม่ได้ พี่เปลี่ยนเป็นทรูมูฟเอชเนี่ย จะโทรมาถามว่าจะใช้ได้รึเปล่าวันนี้,เบอร์ทรู มูฟ ใช้ ไม่ ได้ พี่ เปลี่ยน เป็น ทรูมูฟเอชเนี่ย จะ โทร มา ถาม ว่า จะ ใช้ ได้ รึ เปล่า วัน นี้,report,phone_issues,billing and payment
ผมสอบถามนิดนึงสิครับ ผมสมัครwifiของ ICT Free Wifi by true อ่ะฮ่ะ ผมลองทะเบียนไปแล้วมันไม่สามารถเชื่อมต่อได้,ผม สอบถาม นิดนึง สิ ครับ ผม สมัคร wifi ของ ICT Free Wifi by true อ่ะ ฮ่ะ ผม ลอง ทะเบียน ไป แล้ว มัน ไม่ สามารถ เชื่อม ต่อ ได้,enquire,internet,internet
รบกวนสอบถามยอดค้างชำระ ค่ะ,รบกวน สอบถาม ยอด ค้าง ชำระ ค่ะ,enquire,balance,billing and payment
เครื่องไอโฟนหาย,เครื่อง ไอโฟนหาย,report,lost_stolen,lost and stolen
พึ่งเปิดใช้งานอินเตอร์เน๊ต แต่ยังใช้งานไม่ได้ค่ะ,พึ่ง เปิด ใช้ งาน อินเตอร์เน๊ต แต่ ยัง ใช้ งาน ไม่ ได้ ค่ะ,enquire,internet,internet
ค่ะ จะรบกวนสอบถามนิดหนึ่ง พอดีเดินทางมาเชียงคาน จะโทรออกแต่โทรออกไม่ได้ เค้าแจ้งว่าหมายเลขนี้ถูกระงับอ่ะค่ะ,ค่ะ จะ รบกวน สอบถาม นิดหนึ่ง พอดี เดินทาง มา เชียงคาน จะ โทร ออก แต่ โทร ออก ไม่ ได้ เค้า แจ้ง ว่า หมายเลข นี้ ถูก ระงับ อ่ะ ค่ะ,report,suspend,billing and payment
ค่ะ สวัสดีค่ะ เรื่องเงินค้างชำระค่ะ พอดีจะจ่ายเดือนมกราค่ะ จะเปิดสัญญาณให้หรือเปล่า พอดีโดนตัดสัญญาณค่ะ,ค่ะ สวัสดี ค่ะ เรื่อง เงิน ค้าง ชำระ ค่ะ พอดี จะ จ่าย เดือน มกรา ค่ะ จะ เปิด สัญญาณ ให้ หรือ เปล่า พอดี โดน ตัด สัญญาณ ค่ะ,activate,service,billing and payment
เติมเงิน ผ่านตู้ ออนไลน์ ไม่ได้ อยากจะเช็คว่าเป็นเบอร์ ทรูมันนี่หรือเปล่า,เติม เงิน ผ่าน ตู้ ออนไลน์ ไม่ ได้ อยาก จะ เช็ค ว่า เป็น เบอร์ ทรู มัน นี่ หรือ เปล่า,enquire,truemoney,true money
แจ้งยกเลิกเพลงรอสายหมดเลย,แจ้ง ยกเลิก เพลง รอ สาย หมดเลย,cancel,service,other queries
ขอเปิดสัญญาณ หน่อยได้ไหม ค่ะ,ขอ เปิด สัญญาณ หน่อย ได้ ไหม ค่ะ,activate,service,billing and payment
อยากทราบวิธีเข้าอินเตอร์เน็ตค่ะ พอดีกดเข้าไปแล้วไม่รู้ว่าจะไปยังไง,อยาก ทราบ วิธี เข้า อินเตอร์เน็ต ค่ะ   พอ ดี กด เข้า ไป แล้ว ไม่ รู้ ว่า จะ ไป ยัง ไง,enquire,internet,internet
เอ่อพี่ครับ พอดีผมขอ เปิด สัญญาณ ฉุกเฉินไป พอดีเค้าบอกจะ เปิด ให้สามวันแต่ตอนนี้ไม่ถึงครุ้งวันเลยครับ,เอ่อ พี่ ครับ พอดี ผม ขอ เปิด สัญญาณ ฉุกเฉิน ไป พอดี เค้า บอก จะ เปิด ให้ สาม วัน แต่ ตอน นี้ ไม่ ถึง ครุ้ง วัน เลย ครับ,activate,service,billing and payment
ต้องการยกเลิก package internet และ สมัครใหม่คะ,ต้องการ ยกเลิก package internet และ สมัคร ใหม่คะ,cancel,service,other queries
คือพี่ต้องการจะเปลี่ยนจากระบบรายเดือนเป็นระบบเติมเงินพี่ต้องจ่ายอันเดิมให้หมดก่อนหรือเปล่าคะ,คือ พี่ ต้องการ จะ เปลี่ยน จาก ระบบ ราย เดือน เป็น ระบบ เติม เงิน พี่ ต้อง จ่าย อัน เดิม ให้ หมด ก่อน หรือ เปล่า คะ,change,package,promotions
พอดีว่าอยากจะเปลี่ยนโปรโมชั่นค่ะ,พอดี ว่า อยาก จะ เปลี่ยน โปรโมชั่นค่ะ,change,package,promotions
พอดีจะแจ้ง G มันใช้ไม่ได้เลย มันเกิดอะไรขึ้น,พอดี จะ แจ้ง G มัน ใช้ ไม่ ได้ เลย มัน เกิด อะไร ขึ้น,enquire,internet,internet
สอบถามนิดนึง เอาเครื่องไปใช้ที่มาเก๊าโทรเข้ารับสายเท่าไรครับ,สอบถาม นิดนึง เอา เครื่อง ไป ใช้ ที่ มา เก๊า โทร เข้า รับ สาย เท่า ไร ครับ,enquire,roaming,international dialing
เพิ่งชำระค่าบริการ ประมาณนานแค่ไหนจะใช้งานโทรศัพท์ได้ปกติ,เพิ่ง ชำระ ค่า บริการ ประมาณ นาน แค่ ไหน จะ ใช้ งาน โทรศัพท์ ได้ ปกติ,enquire,payment,billing and payment
"โทรศัพท์ วางอยู่เฉยๆ ไม่ได้ใช้อะไร ได้รับ เอสเอ็มเอส ว่าใช้ เน็ต ไปแล้ว
ถูกหักค่าบริการ ค่า เน็ต บาท ขอ ข้อมูล แบบละเอียดๆ ด้วยว่าเพราะอะไรทำไมถึงหายไป"," โทรศัพท์ วาง อยู่ เฉย ๆ ไม่ ได้ ใช้ อะไร ได้ รับ เอสเอ็มเอส ว่า ใช้ เน็ต ไป แล้ว
ถูก หัก ค่า บริการ ค่า เน็ต บาท ขอ ข้อมูล แบบ ละเอียด ๆ ด้วย ว่า เพราะ อะไร ทำไม ถึง หาย ไป ",enquire,bill,billing and payment
จะสมัครโปรเน็ตของไอแพตมินิอ่ะค่ะ,จะ สมัคร โปรเน็ต ของ ไอแพต มินิอ่ะค่ะ,buy,package,promotions
ใช่โปร บาท ลด % แต่มีบิลแจ้งมาไม่ได้ลดให้เลย ค่ะ,ใช่ โปร บาท ลด % แต่ มี บิล แจ้ง มา ไม่ ได้ ลด ให้ เลย ค่ะ,enquire,bill,billing and payment
