0,labels,len,texts
,neutral,,nan
,positive,34.0,ขอบคุณมากน้องบริการเยี่ยมเลยครับผม
,neutral,87.0,ทางบริษัทต้องขออภัยในความไม่สะดวกที่เกิดขึ้นด้วยนะคะ กรณีที่ต้องเซ็นเอกสารใหม่เนื่องจาก
,positive,16.0,บริการดีมากเลยคะ
,neutral,,ต้องไม่เกิน 1.5 แสนบาท
,neutral,,บ้านรักษ์
,positive,46.0,ขอบพระคุณอย่างสูงเลยค่ะ น่ารักมากเลย ขอบคุณค่ะ
,neutral,,นับพ่อได้ไหมคะ
,neutral,,รายได้เท่านี้มีการแบ่งไปออม
,neutral,26.0,นกน้อยควรทำรังแต่พอตัวนะคะ
,neutral,,มันอยู่มานานของมันอยู่แล้ว
,neutral,,นับนับเวลาเดียวกันไม่ใช่เหรอ
,neutral,,ตัว S S S S S S
,neutral,55.0,ทุกอย่างมันมีขั้นตอนอยากใช้ของเขาก็ทำตามกฏเขาแค่นั้นเอง
,neutral,,นี่เป็นสายลับสไตล์ character เยอะมากใช่ไหมครับบางคนที่แบบสายซิ่งบางคนสายเย็นบางคนสายอีกแบบนึงก็ผมว่าก็แล้วแต่ก็ว่ากันไปครับผมว่ามีผิดไม่มี
,neutral,,นับถือ 5 ปีหรือยาว 5 ปี
,neutral,,เปียกอ่ะพี่
,positive,33.0,ขอบคุณนะคะสำหรับการให้ข้อมูลที่ดี
,neutral,,เขาก็จะมองว่า
,neutral,,ลงทุนระยะยาวจะทำอะไรก็แล้วแต่
,negative,29.0,ดิฉันขออนุญาตอธิบายได้มั้ยค่ะ
,neutral,,คนชื่อว่า
,neutral,,เดี๋ยวสิไปเจอเขานะ
,neutral,,มีอย่างนี้ด้วยจังเลยเริ่มจริงจังแล้วพรุ่งนี้นะ
,neutral,,เหมือนเดิมอีกเช่นเคยวันนี้ต้องเป็นเรื่องดีๆแน่นอนก็บอกครับพี่ดีร้ายอย่างไรบ้าง
,neutral,,ก็ถ้ายังไม่ซื้อก็ซื้อเลยถ้ามีสิทธิลดหย่อนภาษีเหลือก็จัดไปเต็มเหนี่ยวกันเลยทีเดียว
,neutral,,แล้วก็คือการฝากไว้ในรูปเงินตราอันนั้นไปเลยตัดอันนี้ก็เป็นวิธีการหนึ่งที่เขาใช้กันถ้ามีวิธีการอื่นอาจจะมี Forward นะมีเรื่อง Option
,neutral,,กัปตันส่วนใหญ่ทั้งหมด
,negative,104.0,ลคคุณคุยเองไม่ได้ต้องให้ sup ติดต่อกลับ โยนให้นายงั้นหรอคะ คุณดูเหมือนว่าไม่ได้สนใจ ไม่ได้แคร์ ลคเลยเนาะ
,neutral,,โอกาสของเขา
,positive,33.0,ขอบคุณหนูมากเลย หนูทำงานดีมากเลย…
,neutral,58.0,โปรอะไรเสร็จเรียบร้อย ก็เลือกชำระเงิน (แบบ online banking)
,neutral,,ในความเป็นจริงแล้วหนูก็มีถึงสามก๊กตอนที่หนูก็มีสะสมทองอยู่บ้างนะอะไรเงี้ยแต่ว่า
,neutral,,nan
,neutral,,nan
,positive,9.0,ดูแลดีมาก
,neutral,59.0,เมื่อฉันสั่งสินค้าจาก lazada แต่กลับถูกบอกให้ไปสั่งเจ้าอื่น
,neutral,,จริงๆแนะนำพรุ่งนี้ก็คือวิธีการ
,neutral,53.0,ปลพอเป็นหนี้จริง ๆ ลำบากกว่าเดิมอีกเยอะ ทีนี้เงียบเลย
,positive,49.0,ขอบคุณมากเลยครับ บริการดีเยี่ยมเลยครับ ขอบคุณครับ
,neutral,14.0,ไม่ทางไปรษณีย์
,neutral,53.0,รบกวนผู้มีความรู้ช่วยอธิบายหน่อยค่ะ ขอบคุณล่วงหน้าค่ะ
,negative,76.0,เสียง หึ คล้ายกับอมยิ้มเมื่อได้ทราบปัญหาของลูกค้า และ ประโยคที่ตอบรับ ได้ค่ะ
,neutral,,ชีวิตผมตอนนี้รู้สึกท้ายเลยครับ
,neutral,,บางทีเราก็ได้คนแบบนั้นแต่เราอยากลงทุนแบบคนอื่น
,neutral,75.0,เราเคยเจอครั้งนึง มีพนงของบริษัท เอซ ไอเอ็นเอ โอเวอร์ซีส์ อินชัวรันซ์ จำกัด
,neutral,,ถูกหลอก
,neutral,,มีโอกาสที่มันจะเกิดขึ้นสูงพอจะมีโอกาสได้ไปใช้ชีวิตที่นู่นได้ไปงานตั้งรกรากกันที่นู่นใช่ครับพี่ทั้งนั้นเนี่ยเรื่องของ
,neutral,,ในกรณีที่เราซื้อไปไม่ต้องไปรวมกับ rmf ด้วยรวมกับกองทุนสำรองเลี้ยงชีพไปรวมกับประกันแบบบำนาญครับ
,neutral,,ของ GDP เขาไม่ได้ติดลบก็โตนะปีนี้เขาโต
,neutral,,ตอนนี้แกก็
,neutral,,ทำไรอ่ะเป็นไรอ่ะ
,neutral,,หลักหลายประเด็นนะครับผมได้ประเด็นตั้งแต่เรื่องของ
,neutral,43.0,คำถามคือเด็กจบใหม่ หลายคนต้องรับภาระขนาดนี้
,neutral,,งั้นต้องระมัดระวังด้วยนะครับระมัดระวังนิดนึงครับผม
,neutral,,ภาพรวมของตลาดก่อนตอนนี้มันมี
,neutral,23.0,แต่ไม่ได้ใช้จึงยกเลิกไป
,neutral,,มันจะต้อง
,neutral,,มันมีภาษีดีกว่าหรือยังมีจุดที่ยังต้องคอยระมัดระวัง
,negative,30.0,คุณเป็นคนที่พูดไม่รู้เรื่องเลย
,neutral,49.0,พอคุณไม่จ่ายค่างวดเดือนถัดไปมันก็ขึ้นในรายงานแล้ว
,neutral,,ฟ้าใสเวลาค่อยๆพูดค่อยๆกรอกค่อยๆให้ข้อเท็จจริงเพิ่มขึ้นเรื่อยๆเรื่อยๆและเปิดโอกาสให้ท่านได้ได้ฟังเรื่องใหม่ๆบ้างเพราะว่า
,neutral,45.0,บัตรกดเงินสดเฟิสช้อย สามารถผ่อนของได้ยังไงค่ะ
,neutral,110.0,ซื้อกับ dtac online ค่ะ บัตรกรุงศรีเฟิสร์ช้อยส์ได้ 0% 24 เดือน แก้ไขข้อความเมื่อ 9 พฤศจิกายน 2560 เวลา 11:01 น
,neutral,,เรามีกำลังของเราประมาณไหนที่จะซิ่งได้จะเล่นได้
,neutral,,แล้วแต่ละที่ก็เห็นคล้ายๆกันว่า
,negative,13.0,โฆษณาเกินจริง
,neutral,,เข้าสายบุญเยอะเพราะว่าสังเกตดีๆสมัยก่อน
,neutral,101.0,ตามที่ท่านได้มีการสอบถามสิทธิประโยชน์ของบัตรกรุงศรีเฟิร์สช้อยส์ และ บัตรเซ็นทรัล เดอะวัน เฟิร์สช้อยส์
,neutral,,ธรรมดากับ extra
,neutral,,บริษัทเนี่ยไม่เข้าข่าย esc นะ
,neutral,,อาจจะมีความเสี่ยงสูงนิดนึงให้เป็น EMS
,positive,19.0,น้องมีใจในการบริการ
,neutral,,เข้าไปดูข้อมูล
,neutral,87.0,ผมก็สั่งวันเดียวกันสีเดียวกันราคาเท่ากันเป๊ะ แต่ผมสั่งตอน 7 โมงเช้าซึ่งน่าจะออเดอร์หลัง
,neutral,,ช่วงนี้ช่วงนี้มันมีตลาดหลักทรัพย์ของเรานะตลาดหลักทรัพย์ให้เรานี่เนาะ
,neutral,47.0,ถ้าบอกเขาว่าจะทำประกันอุบัติเหตุด้วย ผ่านแน่นอน
,negative,15.0,ชื่อ สุกลอะไรคะ
,neutral,28.0,ผมเน้นซื้อกับ shopee มากกว่า
,positive,61.0,ขอบพระคุณมากเลยค่ะ ได้เรียนรู้อะไรใหม่ๆ น้องกิ่งแก้วน่ารักมาก
,neutral,,จะได้ข้อมูลเพิ่ม
,neutral,,"วัดระฆังที่อยู่ 50,000 - 50,000 บาทละวันนี้"
,neutral,75.0,สมัครบัตรเครดิตที่ไหนๆก็ไม่ผ่าน ทำไงดีค่ะ อยากมีเครดิตแต่หลายๆที่ไม่อนุมัติ
,neutral,,ล่าหญิงหรือเปล่า
,neutral,41.0,มีจำกัดเงินคืนนะ จำไม่ได้เท่าไหร่ ลองหาดู
,neutral,,ถามโดยมีต้นทุนอื่นๆอะไรอีกไหมคะ
,neutral,27.0,ทำ ออมสิน ก็ได้ ใช้ สลากค้ำ
,neutral,72.0,แต่ผมจะรีบกลับไม่เถล่ไถล่ ไม่นอกใจทั้งคู่สามี ภรรยา และบอกรักภรรยาทุกวัน
,negative,50.0,บอกให้ cs ทวนข้อมูลแต่น้องก็ทวนในสิ่งที่ไม่ต้องการ
,positive,25.0,ขอบคุณมากๆเลย บริการดีค่ะ
,neutral,,ฮ่าๆแบบรายการที่เขาอะไรนะ
,negative,12.0,เราไม่ได้ของ
,neutral,,หมดตัวแน่นอน
,neutral,18.0,ที่แจ้งทางลูกค้าไป
,neutral,78.0,บัตรกสิกรโรบินสันหรือเปล่าครับ เค้ายกเลิกแล้วส่งบัตรกสิกรธรรมดามาให้แล้วนะครับ
,neutral,,prakrueng แบบว่าสร้างผลกระทบมากมายเลยเราจะเห็นตั้งแต่เรื่องของตลาดหุ้น
,negative,42.0,ผมเหนื่อยละที่ไม่ได้รับการแก้ที่ตรงประเด็น
,neutral,,วิธีแก้ปัญหาครับปิดแอปลบไปเลยดีกว่าครับช่วงบ่ายผมมีมีช่วงนึงใส่เพิ่ม
,neutral,,ย้อนกลับมาก็คือในครั้งนี้ก็จะมีบางธุรกิจที่ตอนแรกคิดว่าจะลงทุนตอนนี้ก็เก็บเงินไว้กับตัว
,positive,29.0,สะดวกดี ใช้เป็นถือว่าคุ้มมากๆ
,neutral,,กลับแล้วจะเห็นเลยว่า
,neutral,,คนในครอบครัวมานั่งทำตัว
,neutral,,nan
,neutral,,หรือยัง
,neutral,,ดูที่ covid19 นะเป็นตัวเบส
,neutral,,หรือว่าก็กระจายการลงทุนดีนะครับแล้วก็ด้วยอายุยังน้อยก็ใส่เรื่องของความเสี่ยงรับความเสี่ยงได้เท่าที่ดูเนี่ยนะ
,neutral,,ซึ่งมันก็ไม่ผิดหรอกนะถ้าจะทำแบบนั้นแต่ว่า
,positive,18.0,ดูแลพี่ดีมากเลยค่ะ
,neutral,,เขาไม่พร้อมที่จะลุกมากขึ้นเขาก็เห็นโอกาสทำแพ็คใหญ่ขึ้นบ้าง
,neutral,14.0,โซนดีพาร์ทเม้น
,positive,23.0,ขอบคุณที่ให้ความกระจ่าง
,positive,6.0,ชัดเจน
,negative,110.0,ไปเรียก manager มาคุยพูดประโยคนี้ประมาณ 20 กว่าครั้ง แต่ cs ก็ยังกล่าวขออภัยทุกครั้ง จนลูกค้าตะโกนขึ้นเสียงดัง
,neutral,58.0,ปล2 มีใครแนะนำค่ายอื่นที่สมัครง่าย ไม่ยุ่งยาก ไม่เรื่องมาก
,negative,103.0,ผมต้องการทราบเหตุผลของเขาว่าทำไมเขาถึงยื้อขนาดนี้เพราะอะไร เถียงกันขนาดนั้นคือดูแบบจะเอาชนะให้ได้ไม่ยอม
,neutral,22.0,ชีวิตสบายใจขึ้นเยอะค่ะ
,neutral,,อาจจะแก้ยากกว่าความรู้นะไม่รู้นี่เรายังอ่านยังดูยูทูปยังไปเรียนคอร์สอะไรเพื่อรู้ได้นะ
,neutral,,แล้วนะ
,neutral,,คุณก็ต้องศึกษาว่าคุณชอบไปแล้วมันจะมีกูรู
,neutral,,ขอให้มุ่งมั่นแบบนี้ต่อไปนะเอาเป็นกำลังใจให้นะครับ
,negative,23.0,ถ้าไม่ทำจะร้องเรียนนะคะ
,negative,28.0,บอกปัดลูกค้าให้ติดต่อร้านค้า
,neutral,,บ่อยๆหน่อยระหว่างทาง
,neutral,,การทำมาหากินไม่เกิด
,neutral,,อีกฝั่งนึงไอ้ SF ตัวที่เป็นพิเศษเอลซ่า
,neutral,40.0,เป็นไงล่ะตั้งกระทู้เจอนักเทศน์เข้าไป5555
,neutral,,ขับขี่ผมพาออกนอกประเทศไปแล้วใช่ไหมครับ
,neutral,48.0,1 แบบนี้ ถือว่าเป็นการยกเลิกแน่นอนแล้วใช่หรือไม่
,neutral,,เก็บแสนนึงใช้ได้นะย้อนดูชีวิตตัวเองแล้วรู้สึกว่าเราทำแจ้งนะคะขนาดไหนได้ไหมคะ
,neutral,,ก็แล้วแต่ตัวละกันแล้วก็ขึ้นตัวอักษรเตือนด้วยนะฮ่าๆๆๆๆผมว่าอย่างนั้นมากกว่า
,positive,32.0,ขอบคุณมากๆ ขอบคุณมากที่สุดเลยค่ะ
,neutral,,กลุ่มนี้เป็นกลุ่มชอบเสี่ยง
,positive,5.0,สบายๆ
,neutral,,Facebook
,neutral,6.0,ดีมั๊ย
,neutral,,คนแบบไหนที่ควรจะใช้สิ่งนี้ยังผมอยากเป็น
,neutral,,อันนี้ผมเห็นชัดในเรื่องโรงงานอุตสาหกรรม
,positive,46.0,เยี่ยมเลยครับ ขอบคุณมากๆนะครับ เพิ่งรู้นะเนี่ย
,neutral,,ทำอย่างอื่นว่ากันไปซึ่งเดี๋ยวพี่หนูจะจัดตอนตอนต่อไปก็จะเริ่มต้นผมก็ประมาณนี้
,neutral,,รู้สึกว่าทำให้เสียอย่างมากขึ้นก็ทำยังไงดีก็เลยออกกองที่มันสามารถ
,neutral,,กดลงไปให้มากที่สุดได้
,neutral,,ก็ไม่ได้มีอะไรมากแต่ก็อยากให้เข้าใจ
,neutral,,รถไฟเหาะอยู่แล้ว
,neutral,54.0,ไม่เป็นหนี้สบายที่สุดครับ เพราะเวลาจำเป็นต้องใช้เครดิต
,neutral,41.0,อยากยกเลิกเหมือนกันค่ะ เพิ่งโดนมาเมื่อวาน
,neutral,,บางคนก็เรียกว่าการ์ตูน
,positive,14.0,บริการถูกใจมาก
,neutral,,แสดงว่า 33 แสง
,neutral,,nan
,negative,63.0,จะได้อบรมพนักงานจะได้ไม่เกิดเหตุการณ์แบบนี้กับลูกค้าท่านอื่นอีก
,neutral,,เป็นวันพุธครับในช่วงนะช่วงนี้ซีซั่นที่ 4
,positive,71.0,ให้ข้อมูลกระจ่างมากเลย เคลียร์มากเลย ถ้าผมจะชมพนักงาน สามารถชมที่ไหนได้
,neutral,94.0,บริษัทฯ ขอเป็นกำลังใจให้ลูกค้าทุกท่าน และขอขอบคุณที่ให้ความไว้วางใจผลิตภัณฑ์บริการด้วยดีเสมอมา
,neutral,59.0,ขอขอบคุณที่ให้ความไว้วางใจกรุงศรีเฟิร์สช้อยส์นะคะ ขอบคุณค่ะ
,neutral,,ภาพนี้น่าจะเป็นความลับครับใช่ครับแล้วก็มีเงินฝากสหกรณ์ออมทรัพย์ครูนะครับ
,neutral,,เรียกว่าอะไรอ่ะไม่ละเอียดสุดท้ายจะกลายเป็นหาเรื่องใส่ตัว
,neutral,,หรือว่าใช้
,positive,94.0,อยากชื่นชมจังเลย ขอบคุณมากนะครับที่ติดตามลูกค้า มันเป็น accident ติดต่อกลับมา happy มากเลยครับ
,positive,21.0,ขอบคุณที่ไม่รำคาญนะคะ
,positive,14.0,ใจเย็นจังเลยอะ
,neutral,,อันนี้ต่อเนื่องในการตลาดหุ้นไทยก็จะคล้ายๆกันเห็นความคล้ายอยู่
,negative,8.0,ขอยกเลิก
,negative,32.0,คุณไม่เข้าใจคำถามที่ดิฉันพูดเหรอ
,neutral,,แล้วก็เอาที่บ้านถ้ารวมทรัพย์สินนะครับมีทองบวกสหกรณ์บกกองทุนเนี่ย
,positive,11.0,บริการดีจัง
,neutral,,กองกฎหมายกองใหม่ๆอย่างนี้นะครับมันจะเป็นกองที่เขาเคยบริหารอยู่แล้ว
,neutral,,คิดด้านบวกและด้านลบแต่วันนี้นะ
,neutral,94.0,พอดีมีอยู่ทั้งสองใบ ผมเองใช้ต่อปีประมาณ 200 000 - 250 000 ควรใช้ใบไหนเป็นบัตรหลักดีกว่ากันครับ
,neutral,,นครบทสรุปของแต่ละส่วนอ่านเยอะๆอ่านให้ดี
,neutral,,เลือกสไตล์สุดท้าย
,neutral,,โรงแรมบีเอสครับ
,neutral,,รับลูกเดียวรุ่นปัจจุบันพอครับไม่เอาหรอกนะครับผม
,neutral,,ทุกคน
,neutral,,หรือบางครั้งค้าขายแบบเดิมไม่ได้
,neutral,,พรุ่งนี้ค่อนข้างที่จะ
,neutral,23.0,จะมาโฆษณาให้คนไปซื้อของ
,neutral,,ในปัจจุบันเนี่ยตัวเองมีอะไรอยู่แล้วว่างเอาฝั่งที่เป็นแบบธรรมดาก่อนนะครับว่ามีที่อยู่แล้วมีประกันบำนาญอยู่แล้วนี่ละ
,positive,54.0,แนะนำดีมาก ขอบคุณมากที่อุตส่าห์แนะนำ เข้าใจอะไรขึ้นเลย
,neutral,47.0,ตามนโยบาย lazada เค้าจะให้คูปองเราซื้ออะไรก็ได้
,neutral,,เอาบัตรไปได้ครึ่งละ 1 ล้าน
,neutral,,ครับผมครับผมถ้า search ไม่เจอเนี่ยพี่หนุ่มแนะนำว่าให้ไปดูในท็อปไฟฟ์ช้าครับผมหมดครับเบื่อชะมัดเลยรายการอื่นแล้วบอกแล้วก็
,neutral,,จริงถ้าบอกว่าหากมีโอกาสเก็งกำไรเรื่องทองเลย
,neutral,,ที่คุณกล้าเข้าไปแล้วนั้น
,neutral,,ในช่วงเวลาแบบนี้เราอย่างนี้ดีกว่าในฐานะที่เคนได้คุยกับผู้บริหารมาม่า
,neutral,,Ok จะเริ่มให้ทุกคนได้
,neutral,,เช่นกันครับผม
,neutral,,รัฐบาลหรือว่าทางธนาคารกลางพยายามจะอัดฉีด
,neutral,21.0,หน้าที่ใคร หน้าที่มัน
,neutral,52.0,ผมก็พึ่งถอยไอแพด 105 ผ่อน 0% 10 เดือนมา com7 เลยครับ
,neutral,,ดูภาวะตลาดร่วมด้วยอย่างนู้นอย่างนี้อะไรอย่างนี้บ้างลงทุนเป็นแบบแพ็ค
,neutral,,ลุยกันเยอะๆ
,positive,28.0,ขอบคุณมากนะคะ ดูแลอย่างดีเลย
,neutral,,กลับได้แล้วเราหลายครั้งแล้วเรา
,neutral,,เอาปันผลเอาระยะยาวเป็นกันพอมากกว่าที่จะ
,neutral,,ชลอ
,neutral,28.0,ไม่งั้นเขาจะมั่วบอกไม่ได้รับ
,neutral,,ดอกเบี้ยเงินกู้
,positive,58.0,พนักงานให้ข้อมูลดีมาก อธิบายเข้าใจและใจเย็นมาก ประทับใจมาก
,neutral,,มี 2 แบบคือภาคการเงินที่ผมเล่าไปแล้วก็อัดฉีดเข้ามาลดดอกเบี้ยอันนึงคือการคลังการคลังคือนโยบายแบบไอ้เหี้ยวันศุกร์นี่แหละ
,positive,30.0,ให้ข้อมูลละเอียดละเอี๊ยดมากค่ะ
,neutral,,ก่อนอื่นที่จะไปเล่าในไงวะประเทศไทยกับต่างประเทศแล้วกัน
,neutral,,ทำไมเราต้อง
,neutral,,เราจะเห็นเลยว่าบริษัทไหนทำเรื่องการเงินได้ดี
,neutral,,ฉะนั้นไอ้คำว่ากำไรตอนนี้ในปีนี้นะครับผมว่า
,positive,31.0,ขอให้พระคุ้มครอง ขอให้รุ่งเรือง
,neutral,36.0,ปลมีภาระผ่อนบ้าน การเคหะเดือนละ 4พัน
,neutral,26.0,คนรอบตัวก็เงินเดือนไม่น้อย
,neutral,,การถ่ายตั้งแต่ตอนแรกที่ซื้อไปแล้วแต่มุมมองก็น่าสนใจเว้ยถ้าผมนะถ้ายิ่งมีประเด็นอื่นๆด้วยนะ
,neutral,,ดูการลงทุนต้องอาศัยความรู้นะครับแล้ววันนี้หมอนัดก็ให้ข้อมูลที่เป็นความรู้กับเราทั้งหมดเลยนะ
,positive,23.0,ชื่นใจหน่อย ได้อย่างนี้
,positive,10.0,แนะนำดีมาก
,neutral,,อยากจะเข้ามา
,neutral,,ก็เลยทำให้ที่โรงแรมยังไม่เปิดเลย
,neutral,,ยิ่งได้รวดเร็วกว่าก็มีโอกาสที่เศรษฐกิจจะกลับฟื้นคืนกลับมา
,neutral,,จะถามว่าตัวเอง
,neutral,19.0,ช้าๆ ได้พร้าเล่มงาม
,neutral,,การคว้าโอกาสไม่ได้ของเขาความแข็งแกร่งทางการเงินการบริหารจัดการมันมีปัจจัยเยอะนะไอ้อุตสาหกรรมหนึ่งที่ที่ก็ได้รับผลกระทบที่ดี
,neutral,,โทรศัพท์มีความสามารถในการวาดรูปนะครับ
,neutral,,อันที่ 2
,positive,33.0,คอลเซ็นเตอร์ รับสายเร็วดีไม่รอนาน
,neutral,,ไม่เกิดการใช้เงินเกิดขึ้น
,neutral,41.0,ถ้าพอขวนขวายหามาชำระได้ ก็ขวนขวายหามาชำระ
,positive,35.0,รายละเอียดดีมาก แน่นมาก พี่เข้าใจละ
,neutral,,8 ขาลงอยู่บ้านบ่ชัดเจนเนี่ยอันนี้โอกาสน้อยเพราะว่าเราโดนค่าปรับแพง
,neutral,,มากๆก่อนที่กูจะกล้าเข้าไป
,neutral,,ยากเหมือนกันจังหวัดยังไม่มีใครรู้ว่าจะเกิดอะไรขึ้นข้างหน้าอีกละถูกตีกลับรอบ 2 ก็ไม่รู้ว่าอะไรมันจะเกิดขึ้นบ้างอันนี้ก็เดายาก
,neutral,,ลูกสาวน่ารักอยู่แล้วก็นะมีฐานะปานกลางค่ะ
,neutral,,ระหว่างทางศึกษาหาความรู้ไปเช่นถ้าเรา
,neutral,,ครับพี่พี่ก็บอกแล้วว่ามันนิโกรสนะครับนอกจากข้างนอกเลยแล้วยังงอกงามด้วย
,negative,34.0,บัตรของคุณมันรูดไม่ได้อยู่แล้วอะคะ
,neutral,,คุณทำเกษตร
,neutral,18.0,2ทองจำนำ  ก็ยัง ok
,neutral,,เครื่องมือต่างๆที่เราใช้ในการ
,neutral,,จะได้ลงรายละเอียดว่ามันดีมันเหมาะจะซื้อไปใช้ในการจัดการ
,neutral,,ที่คุณสั่งถอดการ์ดได้แล้ววันนี้
,neutral,,พูดตรงๆค่อนข้างแข็งแกร่งเพียงแต่
,neutral,,เร็วขึ้นแต่
,neutral,,รถไฟเหาะรถไฟเหาะเนี่ยเขาจะใช้เงินของตัวเองคุณพ่อเขาจะรถไฟของเขาจะไม่เอาผมไป
,neutral,,เรื่องเรื่องอิเล็กทรอนิกส์
,positive,16.0,ให้ข้อมูลดี 100%
,neutral,63.0,กรุงศรี เฟริสช้อย และกรุงศรีโลตัส ผ่าน แต่กรุงศรีโฮมโปร ไม่ผ่าน
,positive,12.0,ก็ติดต่อง่าย
,neutral,37.0,หนี้พวกนี้จะมีปัญหากับการผ่อนบ้านครับ
,neutral,,จะแข็งแกร่งได้มากเท่าไหร่
,neutral,,ตัวนี้มีอะไรใหม่ๆเยอะ
,neutral,,แต่ต้องบอกจริงว่าไม่กล้าแนะนำว่าอะไรมันจะพุ่ง
,neutral,,ก็ทำให้หลายธุรกิจเนี่ย
,neutral,,พวกอะไรแบบเนี้ยมันๆมันไปได้ของพ่อยังไงคนต้องซื้อของเข้าบ้าน
,neutral,,มันก็เหมือนกันนะที่เราพูดถึงหักจากตัวคุณไป
,neutral,,กระจายไปบ้านสร้างความเสียงได้แล้วเรียบร้อยนะกระจายความเสี่ยงเอาไปบ้างไม่งั้นมันก็แบบ
,neutral,,การลงทุนผมไม่หวังรวย
,positive,22.0,first choice ได้ไม่ยาก
,neutral,,กองทุน 3000 3500 สหกรณ์อีก 5000
,neutral,,เพื่อลงทุนใช้สิทธิ์ลดหย่อนภาษี
,neutral,,ไม่รู้นะว่าเขาไปทำประเทศไหนล่ะประเทศที่มีพื้นที่เป็น EMS
,positive,9.0,ดีมากครับ
,neutral,,"ค่อยๆเล่าให้ฟังทีละน้อยด้วยว่าภาพรวมเงินเดือน 20,000"
,neutral,,แต่กูไปหน่อยนึงไม่แน่ใจว่า 5 หมื่นไปปิดหมดแล้ว
,positive,38.0,แฮปปี้เลย ชื่นชมคุณ เดี๋ยวให้แต้มเยอะๆ
,neutral,,ทั้งชีวิตทั้งนั้นเลย
,negative,10.0,fcc โดยตรง
,neutral,38.0,บัตรในเครือกรุงศรีเรามีเฟิสช้อยใบเดียว
,neutral,,ซื้อมันก็
,neutral,,ปืนใหญ่ข้างชื่อว่าไทยอ่ะมีโอกาสที่จะฟื้นกลับมาได้เร็ว
,positive,18.0,กระจ่างครับ ขอบคุณ
,positive,24.0,เข้าใจแล้ว ชัดเจนมากครับ
,negative,101.0,แล้วคุณตัดเรื่องไป ไม่ได้ป่ะ อย่างนั้นมีคุณไว้ทำไมคะ cs รับเรื่องให้ sup ติดต่อกลับ แจ้งไม่ได้รับบัตร
,neutral,55.0,พนักงานบริษัท อายุงาน4เดือน สมัครบัตรกดเงินสด จะผ่านไหม
,neutral,,เข้าไปที่เว็บไซต์ของ
,neutral,,เมียก็ได้ยินมาตลอดแล้วทำให้สมัยเรียนเนี่ยหงุดหงิดมากเลย
,neutral,,ตามพวกเราได้เป็นประจำทุกวันพุธนะครับ
,positive,16.0,โทรไปปุ๊ปรับปั๊ป
,neutral,,ก็คือพูดง่ายๆว่า
,neutral,88.0,ลองไปสมัครที่งาน money expo ดูครับ โดยเฉพาะบูธกรุงศรี ทราบผลและรับบัตรเลยภายใน 1 ชั่วโมง
,neutral,20.0,บัตรคนจน เดือนละ 200
,neutral,,ภาพที่เห็นชัด
,neutral,,ครับอะไรก็ได้ลงทุนประมาณ 7 ปีปฏิทินให้กลายเป็น 10 ปีโดย
,neutral,64.0,อย่าลืมสังเกตุดูนะคะ ว่าเป็นสัญลักษณ์ visa หรือ verified by visa
,positive,41.0,ข้อมูลเรียบร้อย กระจ่างแจ้ง ขอบคุณมากๆเลย
,neutral,,ทุกวันเลยใช่ไหม
,neutral,,ก็ฟังง่ายๆแบบนี้กับผม
,neutral,,มีแนวคิดการออมเงินน่ะดีแล้วกลับแล้วก็เรื่องของสกุลเงินแบบไหนเห็นด้วยกับพี่หนุ่มเลยครับ
,neutral,,ปากน้ำใหม่ครับแนะนำตัวอีกทีนะครับนะครับนะครับนะครับ 4 กองทุนนะครับผม
,neutral,38.0,ดูเงื่อนไขข้างล่างด้วยนะ มีเยอะพอสมควร
,neutral,,โอนเข้าธนาคารเดินเข้าไปเลยก็ได้ครับแล้วก็ถามว่าไปลงทุนกับอะไร
,neutral,41.0,ดังนั้น เมื่อไม่ได้ผ่อน ก็เลยไม่มีเงินคืน
,neutral,,นักเรียนเก่งๆนะครับ
,neutral,,วันนี้
,neutral,,ก็แล้วแต่ว่า
,positive,11.0,บริการดีมาก
,positive,34.0,น้องบริการดี ให้ข้อมูลชัดเจนมากเลย
,positive,30.0,ขอบคุณมากค่ะ ให้บริการดีมากค่ะ
,neutral,,แล้วไม่อยากให้ทำแค่ตัวอักษร 2 3 ตัวตรงนั้นแล้วก็ซื้อมันแล้วก็ดูว่ามันจะขึ้นจะลงไม่ใช่
,negative,40.0,เขาหืมสุดๆแย่มาก ไปเรียกเขามาขอโทษผมด้วย
,neutral,,ที่เขาเคยบอกว่า
,neutral,,ก็ค่อนข้างที่จะได้รับผลกระทบที่ที่ไม่เยอะมาก
,negative,60.0,น้ำเสียงไม่เต็มใจ นิ่งและเงียบ ไม่กระตือรือร้นในการให้บริการ
,neutral,,การศึกษา
,neutral,31.0,สุดๆเลยคนนี้ แม่ตัวเองยังโกงได้
,neutral,31.0,มีค่าอากรแสตมป์ด้วยป่าวไม่รู้นะ
,neutral,,น้า 3122 ด้วยเขาคิดดอกเบี้ย
,neutral,,คุณมากคุณน้อยยังไงบ้างตอนนี้เราก็จะทำงานต่อ
,neutral,,มันคือบริษัทที่อยู่ในกลุ่มนั้นเขาก็ต้องใช้
,neutral,,nan
,neutral,,ดูอะไรบ้างครับหมอมันจะต้องหาข้อมูลอะไรที่ผมพอจะหาไปเบื้องต้นก่อนได้ที่ไหนยังไง
,neutral,,ให้คนอยากลงทุนมากขึ้นแล้วก็
,positive,32.0,ขอบคุณที่แนะนำ ช่วยเหลือดีมากค่ะ
