texts,labels
เขาก็หายไปวันสองวัน,neutral
มันต้องอยากหยุดคือมันต้องเรียนรู้ไปเรื่อยๆหาความรู้ไปเรื่อยๆตลอดเวลาเนี่ยฟัง,neutral
พอจะผ่อนก็ไม่อนุมัติพอถามสาเหตุก็แจ้งว่าบอกไม่ได้เป็นความลับของลูกค้า,negative
จะรักก็เป็นอย่างนี้เหมือนกันเพราะว่าธนาคารกลางหรือเสร็จเขาก็อัดฉีด,neutral
พอใจมากเลยครับ,positive
แล้วยิงได้ตรงเป้า,neutral
ทำให้ได้หรอ อุ๊ยตาย น่ารักจังเลย รักกรุงศรีเป็นบ้าเลย,positive
ผมมีเงินหมุนติดบัญชีในกรุงไทยประมาณสองแสน,neutral
เรื่องเกิดเรื่องโชคร้ายไม่คาดฝันขึ้นเราเหมือนจะได้รู้กันว่า,neutral
กฎของธนาคารแห่งประเทศไทยอันใหม่ป่าว ที่จำกัดวงเงินอะไรนั่น บางทีอาจจะครบตามเกณฑ์แล้วก็เป็นได้,neutral
ออกพันธบัตรมีอะไรงี้เรื่อยๆครับก็พยายามที่จะเอาเงินที่เรามีไป,neutral
ปลื้มดูแลดีจังเลย,positive
เข้ากระเป๋าเลยครับผม,neutral
จะไปลุยไอ้ของที่มันกำลังอยู่ในช่วงดาวเลยเอาช่วงที่มันเป็นแฟนหน่อยว่าเอาน่ะ,neutral
แบงค์นี้เมื่อ 10 ปีที่แล้วมีหนังสือให้ทำบัตร พอดีอยากได้กระเป๋า,neutral
ผมว่าก็ต้องดู,neutral
แล้วตอนแรกอยากจะซื้อนู่นซื้อนี่,neutral
มันเป็นที่ที่เก็บรวบรวมข้อมูล,neutral
ตอนนี้พูดตรงๆครับในแง่ของมาตรการกระตุ้นเศรษฐกิจฟื้นฟูเศรษฐกิจของแต่ละประเทศเนี่ยมันต่างกัน,neutral
ฝากดูพนักงาน cs เมื่อกี้ด้วยนะคะ หวังว่าจะ fb จริงๆ ดูจากน้ำเสียงไม่ได้รู้สึกว่าเขาตระหนัก concern หรือต้องการที่จะ,negative
ก็ผ่อนมาเรื่อยๆ,neutral
เพื่อลงทุนใช้สิทธิ์ลดหย่อนภาษี,neutral
สหรัฐเอง,neutral
น้าการเงินตัวเองเป็นอย่างดีแต่ก็อย่างที่บอกครับ,neutral
อันนี้ก็ทำให้หลายๆธุรกิจเนี่ย,neutral
สลิป ทำให้ลูกค้าเข้าใจผิด อยากให้อธิบายให้มันเคลียร์ ทำให้ตีความผิด,negative
มีประเมินไหม  ประเมินให้เต็มเพราะว่าได้ข้อมูลครบถ้วนมาก,positive
กองทุนการออมอะไรบางอย่างน้อย,neutral
เรื่องหนึ่งที่ฝากเรื่องเหมือนกันคือบางคนซีเรียสกับเรื่องของอัตราเกินไป,neutral
ร่วมเข้ามาสนุกสนานกับการลงทุนในหุ้นหรือไม่อย่างไรสนุกสนานด้วยครับบางครั้งก็ไม่ค่อยสนุกอะอาจจะซึมเศร้าอยู่บ้านก็ลงทุนด้วยครับลงทุนอยู่ในหุ้นด้วยนะครับแล้วก็ลงทุนใด,neutral
เอาเปรียบหนักๆแบบนี้,negative
มีคุณนี่แหละให้ความกระจ่างผม,positive
ขอให้รักษา service แบบนี้ตลอดไป,positive
ผมว่าฟลุ๊คๆเนี่ยไม่มี,neutral
วันนี้ผมก็,neutral
แต่ตอนนี้คืออยากยกเลิกเลยค่ะ,negative
ไปเรียก manager มาคุยพูดประโยคนี้ประมาณ 20 กว่าครั้ง แต่ cs ก็ยังกล่าวขออภัยทุกครั้ง จนลูกค้าตะโกนขึ้นเสียงดัง,negative
ศึกษาชั้นในแง่ของการลงทุนภาพรวมตลาดทุกอย่าง,neutral
กลุ่มเกษียณอื่นๆ,neutral
บริการดีมากเลย,positive
สำหรับบริการเยี่ยมมาก,positive
รัก,neutral
ลองฟัง 12 ตอนของพี่,neutral
เราเลือกจากตรงนี้โอกาสน้อยนะที่จะได้ไม่ค่อยดีแต่ว่าเราซื้อ ssf ในช่วงนี้ที่มันจะหมดเขตแล้วนะเนี่ย,neutral
มีความสุขไม่ได้,neutral
ดีมากเลย ข้อมูลครบถ้วน,positive
แล้วคุณต้องการอะไรในเมื่อผมจะยกเลิกบัตร พูดรู้เรื่องไหมว่ะ ไม่ต้องมาคุย,negative
เลยไม่ชอบเท่าไหร่ครับ,negative
ดิฉันแจ้งตามข้อมูลในระบบค่ะ,negative
อาจจะต้องรอซัก 6 เดือน - 1 ปี แล้วค่อยสมัครใหม่ครับ,neutral
ครับพี่,neutral
ขอบคุณน้องมากเลยบริการดีจัง,positive
เราทยอยส่งเราไปปกติก็ได้,neutral
บริการยอดเยี่ยม,positive
ขอบคุณค่ะ บริการดีมากเลย,positive
ทวงหนี้ไม่ดู น่ารำคาญมาก,negative
รอเป็นเดือนไม่ขึ้นมาสักที,negative
ตลาดหลักทรัพย์หรือหุ้น,neutral
คนที่เขาไม่รู้ไงว่าอะไรยังไงหรือไปถามอย่างนี้น้องเขาน่ารักนะน้องตอนนี้เป็นไงดีกับพี่มันดียังไง,neutral
ของผม กับที่ บ้านเป็น หจก กันหมด  ซึ่งทำได้แค่หักผ่านบัญชีธนาคาร,neutral
ไม่ ok,negative
ขยันเลือกของแท้สิ,neutral
ทำไมต้องโทรจิกขนาดนี้คะ,negative
ทำแบบนี้ ผมว่ามันไม่ถูกนะ,negative
ยกตัวอย่างเช่น,neutral
ะบ้านหรือรถผ่อนไปเหอะครับแต่อย่าให้เกินตัว ให้ชีวิตอย่างพอเพียงครับ,neutral
ยิ่งน้อยเพราะว่าด้วยจำนวนปีที่ที่เราเห็น,neutral
อธิบายดีมาก,positive
ช่วงนี้ช่วงนี้มันมีตลาดหลักทรัพย์ของเรานะตลาดหลักทรัพย์ให้เรานี่เนาะ,neutral
หลังจากนี้ต้องระมัดระวัง,neutral
รู้สึกว่าทำให้เสียอย่างมากขึ้นก็ทำยังไงดีก็เลยออกกองที่มันสามารถ,neutral
งั้นต้องระมัดระวังด้วยนะครับระมัดระวังนิดนึงครับผม,neutral
cancel ทั้งหมด,negative
อะไรอยากใส่ไหม,neutral
ตามจนไม่รู้จะตามยังไงแล้ว ช้าทั้งสองทางเลย,negative
ฟ้าใสเวลาค่อยๆพูดค่อยๆกรอกค่อยๆให้ข้อเท็จจริงเพิ่มขึ้นเรื่อยๆเรื่อยๆและเปิดโอกาสให้ท่านได้ได้ฟังเรื่องใหม่ๆบ้างเพราะว่า,neutral
มันทำให้ลคสับสน,negative
nan,neutral
เขาเช็คเครดิตบูโร ความชั่วไม่มี ความดีไม่ปรากฎ,neutral
nan,neutral
ฝากไปถึงผู้บริหารให้รับทราบ,negative
มัน ห่วยแตก ครับ,negative
นั่นแหละพิศดารมาก,negative
สุดท้ายลาซาด้าให้โค้ดลดมาเท่าราคาของ(มีขั้นต่ำนะ),neutral
เริ่มวางการลงทุนในรูปแบบนั้นมันก็โอเคนะครับส่วนอันอื่น,neutral
โปรดอย่าหลอกลวงโดยใช้คำโฆษณาเกินจริง,negative
เหมือนมัดมือชกเลยอ่ะ,negative
ระบบกันมากขึ้น,neutral
ขอบคุณมากๆนะคะขอบคุณค่ะ,neutral
โลกนี้โลกเดียว,neutral
สมัครบัตรเครดิตที่ไหนๆก็ไม่ผ่าน ทำไงดีค่ะ อยากมีเครดิตแต่หลายๆที่ไม่อนุมัติ,neutral
ไอ้เพื่อนมันก็ฟังเพื่อนมาอีกทีเพื่อนอีกคนก็ฟัง,neutral
น้องคนนี้ด้วยนะครับชื่อฉัน,neutral
ขอบคุณมากเลยครับ บริการดีเยี่ยมเลยครับ ขอบคุณครับ,positive
ส่งข้อความไปก็ไม่มีการตอบกลับ,negative
ซื้อปุ๊บก็ต้องต้องวางแผนเรื่องการเงินด้วยเพราะมันจะถูก,neutral
ผมให้คะแนนคุณเต็มสิบเลยครับ,positive
หลักหลายประเด็นนะครับผมได้ประเด็นตั้งแต่เรื่องของ,neutral
บริการดีจังเลย,positive
ผมมั่นใจกับตัวนั้นแล้วมองยาวๆไป,neutral
ลงครับพี่แต่อย่าถามถึง,neutral
ได้รายละเอียดเยอะมาก ชัดเจน ให้คะแนนเต็ม10,positive
เล่นเกมบนกระดานก่อนมันมีเยอะมากเลยที่เราสามารถบอกได้ว่าเราทำไปแล้วเป็นยังไงเราไม่ได้เจ็บตัวมากนะ,neutral
มันก็ยิ่งแย่ลงไปอีก,negative
ค่าธรรมเนียมก็แบบเรียกว่าสมน้ำสมเนื้อหน่อยแต่คุ้มค่าการจ่ายค่าธรรมเนียมหน่อย,neutral
น้องอธิบายได้เคลียร์ ขอบคุณมากนะครับสำหรับคำอธิบาย เกรงใจน้องมาก ขอบคุณมากน้อง,positive
ย้อนกลับมาก็คือในครั้งนี้ก็จะมีบางธุรกิจที่ตอนแรกคิดว่าจะลงทุนตอนนี้ก็เก็บเงินไว้กับตัว,neutral
เป็นที่ความผิดพลาดของคุณ,negative
ในแง่ของ,neutral
ขอบคุณอย่างสูงนะคะ บริการเยี่ยมมากเลยค่ะ,positive
"ส่งเดือนละ 3,000 22 บาทครับผมถ้าเกิดผมไปกู้",neutral
ศึกษาในแง่ของสไตล์ของตัวเองด้วยว่าตัวเองอ่ะเป็นคนแบบไหน,neutral
ตลอดเวลานะครับ,neutral
ดีกว่าถูกหลอกให้จ่ายจนครบ แล้วไม่ยอมโอนให้,negative
งั้นผมเอาสองอย่างนี้,neutral
ดูแลดีมาก,positive
Marketing,neutral
เข้าไปดูข้อมูล,neutral
เพื่อไม่ให้มีผลกระทบในอนาคต,neutral
กองทุนส่วนบุคคลแล้วก็เรื่องของ,neutral
ยังไม่ได้รับบัตรเลย,negative
แต่ปัญหาจริงๆคือ รายได้มันไม่พอจ่าย,neutral
ที่บอกให้มันเป็นการปรับเรื่องของค่าเงินอยู่แล้วเพราะว่ามันอยู่ตรงนั้นค่าครองชีพต่างๆครับมันไปบอกกับตัว,neutral
ผ่อนยังไงก็ไม่หมด อันนี้เป็นบทเรียน รักแค่ไหนก็ไม่ให้,neutral
ระบบเหี้ยๆอะไรของคุณ,negative
แล้วที่สำคัญนะครับก็ไม่รู้ไม่ได้เลยนะเลยนะไม่เท่าไหร่,neutral
แบ่งจำนวนเกินก็มีปัญหาอีกวุ่นวายวุ่นวายนะครับ,neutral
พูดจาไพเราะ น่าฟังมากๆ,positive
เจ้าหน้าที่น่ารักมากเลย ให้ข้อมูลได้ละเอียดดีจัง,positive
นี่คือคำ,neutral
ได้ๆๆก็อย่างที่บอกไว้ตอนต้นที่จริงอยากให้กลับมาดูกันว่าตอนนี้มีอะไรอยู่แล้วว่าจะบอกพี่ผมมีกองอสังหาริมทรัพย์ผมมีกองตราสารหนี้มีหนี้อยู่ประมาณแบบนี้แต่หน้าตา,neutral
ยังจะให้เราจ่ายอีก โคตรห่วยเลย,negative
วิธีการลงทุนของผมนี้ก็จะเป็นลักษณะแบบคล้ายๆกัน,neutral
อันนี้มันเป็นมันเป็นเรื่องของความเชื่อ,neutral
บล็อคไปยังมีความพยายามโทรมาตลอด,negative
สินทรัพย์จริงก็คือพวก,neutral
หนูเก่งมากเลย อธิบายได้เก่งมาก เข้าใจดีมาก,positive
แล้วก็อีกอันนึงที่อยากให้ทำครับทุกๆปีอยากชวนอยากให้ชวนพ่อทำอย่างนี้,neutral
ผมเพิ่งสอบถาม cc มาครับ สมัครวันเสาร์-อาทิตย์ก็ได้หากเอกสารครบ แต่ธนาคารต้องสามารถติดต่อที่บริษัทได้,neutral
covid อะไรพวกนี้จากที่พี่เคนไปคุยกับผู้บริหารอะไร,neutral
ไปรษณีย์หุ้นหรือเปล่าก็จะมี,neutral
เคยติด แต่ไม่มีเงินไง,negative
ประเด็นมีปัญหาทางด้านการเงินอยู่ครับ,neutral
แต่คนที่ซื้อของเงินผ่อนก็ไม่ได้แย่,neutral
รักน้องเขามาก,neutral
เอาตัวรอด,neutral
คนแบบไหนควรจะ,neutral
ซึ่งตรงนี้พี่ก็ไม่แน่ใจด้วยว่าอาจลองคิด,neutral
คนชอบถามว่าลงทุนอะไรดีสู้ตัวไหนดี,neutral
เอา 50000 มาช่วยผ่อน,neutral
มีคนอีกหลายคนที่เขาเต็มใจทำประกันกับคุณโดยที่คุณไม่ต้องพูดมาก,negative
ฉาบกลองนี้อยู่เป็น 10 ปีแล้วมั้ง,neutral
แนะนำแล้วก็ให้ความรู้สำหรับผู้เริ่มต้นลงทุนนะครับติดตามรายการได้เป็นประจำ,neutral
อธิบายได้ไม่เคลียร์,negative
ให้ข้อมูลกระจ่างมากครับ เคยโทรสอบถามหลายคนแล้ว ไม่ได้เรื่องสักคน,positive
แต่พอสั่งจริง อันไหนถูกมันก็ไม่ขาย ไม่ยอมส่ง,negative
คุณเอาข้อมูลไปขายให้บริษัทประกันหรอ,negative
ถามอย่างของ,neutral
พอร์ตการลงทุนของผม,neutral
ขอบคุณครับการติดตามครับลาไปก่อนแล้วพบกันในวันนี้,neutral
ครับผม,neutral
แล้วไม่อยากให้ทำแค่ตัวอักษร 2 3 ตัวตรงนั้นแล้วก็ซื้อมันแล้วก็ดูว่ามันจะขึ้นจะลงไม่ใช่,neutral
ไม่มี ผลบุญ,neutral
บัตรเฟิสช้อย,neutral
กลุ่มกลุ่ม,neutral
ไม่ต่ำกว่า,neutral
เรื่องของแคลช,neutral
รบกวนผู้มีความรู้ช่วยอธิบายหน่อยค่ะ ขอบคุณล่วงหน้าค่ะ,neutral
นกน้อยควรทำรังแต่พอตัวนะคะ,neutral
บริษัทเนี่ยไม่เข้าข่าย esc นะ,neutral
รองเท้านี่เป็นตั้งเลยครับเป็นตำราเลย,neutral
ขับถ่าย,neutral
และไอ้สรุปอันนี้พอทำเป็นงก,neutral
การบริการประทับจิต เป็นมิตรประทับใจ เยี่ยมมากเลยค่ะ,positive
น้องน่ารักนะเนี่ย  ตอบได้เคลียร์หมด ถามแล้วรู้หมด มีน้ำใจ อย่างนี้เหมาะกับการเป็น call center ตอบแบบใจเย็น มีมนุษยสัมพันธ์ดี มีอัธยาศัยดี อยากให้ผู้ใหญ่ได้ฟัง คนดีเราก็ต้องว่าดี ขอบคุณน้องมากที่ดีกับลูกค้า,positive
พี่ขอบคุณน้องมาก,positive
รัฐบาลหรือว่าทางธนาคารกลางพยายามจะอัดฉีด,neutral
ส่วนใหญ่ประมาณอาทิตย์นึงนะ,neutral
อย่างมีระบบความคิดที่ถูกต้องมีความรู้นะครับแล้วก็,neutral
เริ่มหาทางแก้อะไรนะตรงไหนเป็นทรัพย์สินก็บอกกันไว้ให้รู้กันไว้ทั้งสองฝ่าย,neutral
แล้วก็ล่าสุดนี้ SF,neutral
มันเหมือนโดนหลอกเลย,negative
เราก็บางส่วนที่ไม่เสี่ยงที่เงินฝากที่พ่อบอกแล้วก็มีส่วนที่มีสายความเสี่ยงอยู่บ้างแต่มันก็ในระยะยาวก็ได้ผลตอบแทนดีเหมือนกัน,neutral
ชื่นใจหน่อย ได้อย่างนี้,positive
ของหมดหรือว่าไม่ได้อัพเดทครับ,negative
เข้ามาเป็นนักลงทุนเต็มตัวนั้นผมก็มีอะไรก็จะคุยกันว่าตอนนี้คืออะไรอยู่ทำอะไรอยู่นะครับแต่ว่าส่วนใหญ่,neutral
บริการดีจัง ใจเย็นด้วย ใจดีด้วย คุยดีจัง,positive
ปรีชา,neutral
ภาพรวมของตลาดก่อนตอนนี้มันมี,neutral
ฟิวชั่นเนียมน้องไปอ่านตรงนโยบายการลงทุนใช่ไหมคะเขียนว่า,neutral
สวัสดีค่ะโค้ชหนุ่มพี่โอมสบายดีไหมคะสบายดีครับสบายดีครับ,neutral
ได้ถูกกระจาย,neutral
คงที่ตลอด,neutral
และผม ก็ไม่ไดทำสัญญา กู้เงิน เอาไว้ ผมจึ่ง ราง หนังสือสัญญารับสภาพนี้,neutral
ไม่เหมือนตอนโทรมาหลอกขาย โทรจิกอย่างกะอะไรดี,negative
ติดต่อเจ้าหน้าที่ก็รอสายนานมาก มีปัญหาก็แก้ไขให้ไม่ได้,negative
2 อายุการทำงานตั้งแต่ 4 เดือนขึ้นไป,neutral
ก่อนมันจะมีแบกับบลูใช่ไหม,neutral
ให้ข้อมูลละเอียดละเอี๊ยดมากค่ะ,positive
ก่อนลงหรืออะไรมันจะแจ้งบอกอยู่แล้วนะคะ,negative
พอกันที ครั้งเดียวพอครับ,negative
ยกเลิกไปแล้วตั้งแต่เดือนกุมภาพอโทรไปบอกหน้าด้านๆยังไม่ได้ยกเลิกให้,negative
ไม่รวม,neutral
ตามพวกเราได้เป็นประจำทุกวันพุธนะครับ,neutral
ฮ่าๆๆ,neutral
ขึ้นไปใน market cap อันดับ 1 ของโลกแซง Toyota,neutral
เนื่องจากธนาคารมีการลดวงเงินกดเงินสดเหลือ 15,negative
น่ารักมากเลย,positive
เป็นเรื่องแน่ๆไม่ว่า จะเซ็นหรือไม่เซ็น,negative
ตัวเองนะว่าเรากระจายสินทรัพย์ลงทุน,neutral
สีใช้ได้หลายตัวนะครับผม,neutral
โอ๊ย อิจฉา ฮาๆๆๆๆๆ,neutral
ทางคุณไม่ save ลูกค้าเลยหรอ,negative
ก็อาจจะเริ่มมีเงินเหลือเกินลงทุนได้หน่อยก็ได้เหมือนกันเพราะว่าพรุ่งนี้มันจะไปลงในเฟซ,neutral
อันนี้มันเรื่องของ product activity เรื่องของการออพติไมซ์ให้ต้นทุนมันดีที่สุดก็จะเป็นส่วนที่ผมก็ทำเท่ากันถ้าเหมือนกันเลยไม่มีที่ไหนไม่ทำ,neutral
บริการดีมากเลยค่ะ,positive
dec,neutral
จะต้องบอกอย่างนี้ก่อนเนาะ,neutral
บัตรเฟิร์สช้อยส์สีฟ้า กับ บัตรเซ็นทรัลเดอะวันเฟิร์สช้อยส์ เหมือนกันไหมคะ,neutral
ltf 7 ปีปฏิทิน,neutral
โทรศัพท์มีความสามารถในการวาดรูปนะครับ,neutral
ถ้าเรารู้แบบนี้เราคงไม่เชื่อทนายความ,negative
ออนไลน์สะดวกดี,positive
nan,neutral
เท่าไหร่,neutral
ตั้งโปรไฟล์ YouTube,neutral
ครับ แย่มาก,negative
หลอกให้ผมทำประกันใหม่แล้วตัดผ่านบัตรเครดิตใบเดิมโดยอ้างว่าเบี้ยที่จ่ายอยู่เป็นของบริษัทมันแล้วบอกว่าผมจะได้ลดเบี้ยลงและเพิ่มผลประโยชน์,negative
รายจ่ายยังต้องจ่ายอยู่,neutral
มันก็จะขึ้นมาเองค่ะคุณน้อยลงเอง,neutral
คุณทำเกษตร,neutral
บอกได้เลยว่าทุกคนจะคิดเห็นตรงกัน,neutral
อยากจะเข้ามา,neutral
ทางบริษัท ดำเนินเรื่องช้ามาก,negative
ขอบคุณมากเลยค่ะ ให้ข้อมูลรายละเอียดดีค่ะ,positive
ประจำ,neutral
สั่งเงินสดโอนเข้าบัญชีหรือว่าอะไรเข้าบัญชีคะ,negative
ผมไม่ appreciate,negative
บางคนก็เป็นฟรีแลนซ์,neutral
อยู่ที่ว่ากระสุนที่มี,neutral
ห่วยจริงๆค่ะ,negative
เอาเงินไปให้เขาร้อยนึงขับอย่างต่ำ 65 บาทครับต้องไปอยู่ในตลาดหุ้นตลาดหุ้น,neutral
ขออนุญาตรับเรื่องประสานงานให้หัวหน้างาน ติดต่อกลับ เนื่องจากไม่ได้เป็นการ support บัตรนี้ ไม่ได้รับบัตร,negative
ปล่อยให้พูดไปเรื่อยๆ บอกว่าไม่สนใจ,negative
แล้วพอมาเจอแบบนี้อีกรู้สึกเเย่มากๆ,negative
บริการดีมาก,positive
ผมลาออกจากงานเก่าที่ทำมาหลายปี ฐานเงินเดือน 13xxx,neutral
เรียบร้อยเลยล่ะ,neutral
"กลับอยู่เหรอก็มีภาระนะครับก็คือแบ่งผ่อนคอนโดเดือนละ 10,000 บาทนะครับ",neutral
ขอบคุณน้องมากมีพนักงานอย่างนี้ พี่กด 5 ให้เลยเนี้ย,positive
ดูแลพี่ดีมากเลยค่ะ,positive
น่ารักอ่ะน่ารักอ่ะที่มันเลวเลยนะครับหรือแม้กระทั่งคุณกำลังมี,neutral
เพราะเราบล็อกไป ก็เลยมีเบอร์นี้โทรมาอีกรอบ,negative
"อายุ 24 ปีและมีงานประจำรับเงินเดือน 20,000 บาท",neutral
การผ่อนโทรศัพท์มือถือ,neutral
ก็เขียนมาปรึกษาในเรื่องของประเด็นเกี่ยวกับ,neutral
ก็เริ่มกลับมาริโอเพนนิ่งบ้านแต่ว่าก่อนหน้านี้ก็คือปิดทุกอย่างเพราะปิดทุกอย่างก็คือเหมือนกันทุกอย่าง,neutral
เราก็ว่าพวกเค้าเกินไป นี่ไม่ได้ชอบใครเป็นพิเศษแต่ก็ไม่ชอบฝ่ายชายเท่าไหร่,negative
ทดลองดูบอกว่า,neutral
วงเงินผ่อนของเช็คทางคอลเซ็นเตอร์ไม่ได้,negative
ที่เขาเคยบอกว่า,neutral
อาจจะคิดเยอะขึ้นพิจารณาเยอะขึ้นแล้วก็พยายามทำให้องค์กรตัวเบา,neutral
ซื้อของไปเปย์น้องแพงกว่าซื้อกองทุนเองก็ไปต่อไงไม่มีอะไร,neutral
ขอบคุณมากเลย บริการดีมาก,positive
แต่ก่อน บัตรเครดิต กดเงินสดได้,neutral
ไม่ค่อยมีโชคกับการช่วยเหลือผู้อื่นนะครับผมครับผมแล้วก็พวกเพื่อนๆของคุณพ่อเนี่ยก็มีประสบการณ์ในการเล่นหุ้น,neutral
ดีมากเลย ให้กดคะแนนให้คุณได้ที่ไหน,positive
เราจะไปอยู่กับเราก็ได้แต่ว่าถ้าสมมุติว่า,neutral
ในแง่ของพวกโลจิส,neutral
พอดีเพิ่งไปกดเงินสดจากบัตรยูเมะพลัสมาเพื่อปิดยอด บัตรเฟริสช้อย อย่างนี้เขาจะเชคยังไงค่ะ,neutral
มีอยู่ทางเดียวที่สามารถทำได้,neutral
การบริการจากกลุ่มหุ้นกลุ่มเทคโนโลยีหรือบริษัทที่เป็นเทคโนโลยี,neutral
ผมมอง,neutral
บริการดี และระบบดี,positive
ได้ปลาหลายตัวที่เรามาในหัว ok ครับ,neutral
อยากทราบว่าจะสมัครบัตรเครดิตได้อีกมั้ยหรือ,neutral
คุณจะเป็นแมงเม่า,neutral
ถ้า จขกท ต้องการบัตรไปผ่อน iphone แนะนำ uob cash plus ผ่อน 0% ได้ 24 - 30 เดือนค่ะ,neutral
หนูพูดโอเค รู้เรื่อง เพราะ น่าฟังน่าปรึกษา,positive
ก็ไว้ใจไม่ได้ครับ,negative
น้องดีมาก มี choice ให้พี่,positive
เข้าสายบุญเยอะเพราะว่าสังเกตดีๆสมัยก่อน,neutral
นี่เป็นสายลับสไตล์ character เยอะมากใช่ไหมครับบางคนที่แบบสายซิ่งบางคนสายเย็นบางคนสายอีกแบบนึงก็ผมว่าก็แล้วแต่ก็ว่ากันไปครับผมว่ามีผิดไม่มี,neutral
คืออะไรอย่างเงี้ยแต่ว่าด้วยความเชื่อส่วนตัวความสนใจส่วนตัวไม่อยากน้องคนนี้ก็อยากที่จะแบบ,neutral
ตอนเกิดปัญหาขึ้นมานี่มัน,negative
เจอแบบนี้เซงเดี๋ยวจะโทรไปถามกับเฟิสช้อย,negative
ยังไงมันก็มา,neutral
สั่งไอโฟนไป วันที่ 30 มีนา 59  จ่ายแบบชำระผ่านบัตรเฟิสช้อย,neutral
ตัวที่เพิ่มเข้ามาก็คือเงินเดือนมากเงินน้อยเงินเดือนฉบับสามแสนห้าแสนเจ็ดแสน,neutral
ก็บอกว่าท้าวความก่อนนะคะคือจริงๆตอนนี้,neutral
ดอกเบี้ยเงินกู้,neutral
มันมีความ,neutral
ครับครับ,neutral
แล้วเราจะเห็นว่า,neutral
อันที่ 2,neutral
อยากให้เรารู้จักเรื่องของธุรกิจ,neutral
เป็นรายการที่ให้ความรู้สำหรับน้องๆที่กำลังอยากจะเข้ามาศึกษาเรื่องการลงทุน,neutral
ปล ยูเมะพลัส เอมันนี่ ก็เป็นบัตรกดเงินสดเช่นกัน ไม่ใช่บัตรเครดิต,neutral
แต่ก็เข้าได้,neutral
ไม่ทันไม่เป็นไรรอหน่อยนึง,neutral
uob ไม่รู้บัตรอะไรบอกไม่ถูกครับ,neutral
เลี้ยงชีพ,neutral
"9,000",neutral
ชื่อ สุกลอะไรคะ,negative
เดี๋ยวพี่ประเมินเจ้าหน้าที่ให้ น้องน่ารักมากเลย,positive
อยากทำความรู้จักคุณพ่อเปิดรับดูแลพอร์ต,neutral
"เงินจำนวน 50,000 บาท",neutral
เขาเรียกอะไรอ่ะเว็บไซต์หรืออะไรต่างๆนะ Blogger ต่างๆเดี๋ยวจะทำบทวิเคราะห์เอาอะไรนะ,neutral
บัตรกสิกรโรบินสันหรือเปล่าครับ เค้ายกเลิกแล้วส่งบัตรกสิกรธรรมดามาให้แล้วนะครับ,neutral
บอกตรงๆ ว่าไม่เชื่อ,negative
ลคคุณคุยเองไม่ได้ต้องให้ sup ติดต่อกลับ โยนให้นายงั้นหรอคะ คุณดูเหมือนว่าไม่ได้สนใจ ไม่ได้แคร์ ลคเลยเนาะ,negative
โกงชัดๆ,negative
นิ่งเบรคนิ่งนิ่ง,neutral
กระเป๋าครับผม,neutral
มองเรื่องของตรงนี้ในส่วนของการเก็งกำไรเพียงอย่างเดียวแต่เราไปใช้ชีวิตตรงนั้นด้วยก็เลยบอกว่าให้ใช้รูปแบบนี้น่าจะดี,neutral
แค่นี้ก็ผิดแล้วครับ ดอกเบี้ยไม่คิดเหรอ,negative
ผมว่าทุกคนคิดเหมือนกันทุกคนเห็นเหมือนกัน,neutral
ตลาดก็จะไม่ขึ้นมากแล้วก็เลยบอกว่าโอเค,neutral
แล้วแต่คุณผู้หญิงใช้งาน แล้วแต่ดุลยพินิจของเราเองนะคะ,negative
น้าศักดิ์ชั้นนึกว่าถ้าเกิดว่า,neutral
แม่ก็ขอลดได้,neutral
บริการดีมากเลยค่ะ,positive
เป็นความห่วยของ,negative
ลาก่อนค่ะ แบงก์กรุงศรี ลาขาด,negative
environment Social,neutral
อนุมัตรหรือป่าวไม่แน่ใจ งี้หรอ,negative
น้องน่ารักมากเลย,positive
อย่างน้อย margin เราก็ได้มากกว่า,neutral
เมื่อคืนสุดท้ายแล้วเนี่ยเขียนจดหมายฉบับนี้มาเพื่ออยากบอกให้พ่อรู้ว่า,neutral
น้ำเสียงไม่เต็มใจ นิ่งและเงียบ ไม่กระตือรือร้นในการให้บริการ,negative
ทักษะการต่อรองไม่ได้มีกันง่าย ๆ,neutral
app ดี cc ดี จนไม่เชื่อว่านี่คือรัฐวิสาหกิจ,positive
ดอกเบี้ยที่ต่ำลงแล้วจะไปป่ะเนี่ยนะมันเหมาะกับสินเชื่อประเภทลดต้นลดดอก,neutral
พอดีพี่ที่รู้จักเพิ่งจะเคยไปครั้งแรกค่ะ กลัวหาไม่เจอ,neutral
รับลูกเดียวรุ่นปัจจุบันพอครับไม่เอาหรอกนะครับผม,neutral
เขาเขียนบอกว่า,neutral
โดนนายหน้าหลอกขาย,negative
ตรงนี้ต้องบอกก่อนว่า,neutral
เจ้าหน้าที่ยินดีที่ได้บริการในวันนี้นะคะ ขอบคุณค่ะ,neutral
nan,neutral
จะเติมน้ำมันพรุ่งนี้ให้มันเต็มที่ก่อน,neutral
ลงทุนก็ต้อง,neutral
อันนี้ผมเห็นชัดในเรื่องโรงงานอุตสาหกรรม,neutral
แต่ก็มาติดตรงชำระเงินไม่ได้ เซงจริงๆ,negative
 ใช้แค่ 499 point เรามีตั้งเป็น 10000 ทำไม่ได้,negative
ให้ทำอะไรไม่ทำ ไม่มี,negative
หน้าที่คนค้ำประกัน คือ ชำระหนี้แทนลูกหนี้,neutral
แย่ลงๆ,negative
